,Country code,Country,Reference sector,Employment type,Education level,Year,Value
688,BEL,Belgium,Public educational institutions,Full-time,Doctoral or equivalent level,2015,9181.0
689,BEL,Belgium,Public educational institutions,Full-time,Doctoral or equivalent level,2016,9499.0
690,BEL,Belgium,Public educational institutions,Full-time,Doctoral or equivalent level,2017,9628.0
691,BEL,Belgium,Public educational institutions,Full-time,Doctoral or equivalent level,2018,9695.0
692,BEL,Belgium,Public educational institutions,Full-time,Doctoral or equivalent level,2019,9622.0
693,BEL,Belgium,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2013,6197.0
694,BEL,Belgium,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2014,6737.0
695,BEL,Belgium,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2015,7305.0
696,BEL,Belgium,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2016,7186.0
697,BEL,Belgium,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2017,7393.0
698,BEL,Belgium,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2018,7644.0
699,BEL,Belgium,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2019,7430.0
700,BEL,Belgium,Independent private educational institutions,Full-time,Doctoral or equivalent level,2013,0.0
701,BEL,Belgium,Independent private educational institutions,Full-time,Doctoral or equivalent level,2014,0.0
702,BEL,Belgium,Independent private educational institutions,Full-time,Doctoral or equivalent level,2015,0.0
703,BEL,Belgium,Independent private educational institutions,Full-time,Doctoral or equivalent level,2016,0.0
704,BEL,Belgium,Independent private educational institutions,Full-time,Doctoral or equivalent level,2017,0.0
705,BEL,Belgium,Independent private educational institutions,Full-time,Doctoral or equivalent level,2018,0.0
706,BEL,Belgium,Independent private educational institutions,Full-time,Doctoral or equivalent level,2019,0.0
707,BEL,Belgium,Public educational institutions,Part-time,Doctoral or equivalent level,2013,0.0
708,BEL,Belgium,Public educational institutions,Part-time,Doctoral or equivalent level,2014,0.0
709,BEL,Belgium,Public educational institutions,Part-time,Doctoral or equivalent level,2015,0.0
710,BEL,Belgium,Public educational institutions,Part-time,Doctoral or equivalent level,2016,0.0
711,BEL,Belgium,Public educational institutions,Part-time,Doctoral or equivalent level,2017,0.0
712,BEL,Belgium,Public educational institutions,Part-time,Doctoral or equivalent level,2018,0.0
713,BEL,Belgium,Public educational institutions,Part-time,Doctoral or equivalent level,2019,0.0
714,BEL,Belgium,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2013,0.0
715,BEL,Belgium,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2014,0.0
716,BEL,Belgium,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2015,0.0
717,BEL,Belgium,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2016,0.0
718,BEL,Belgium,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2017,0.0
719,BEL,Belgium,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2018,0.0
720,BEL,Belgium,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2019,0.0
721,BEL,Belgium,Independent private educational institutions,Part-time,Doctoral or equivalent level,2013,0.0
722,BEL,Belgium,Independent private educational institutions,Part-time,Doctoral or equivalent level,2014,0.0
723,BEL,Belgium,Independent private educational institutions,Part-time,Doctoral or equivalent level,2015,0.0
724,BEL,Belgium,Independent private educational institutions,Part-time,Doctoral or equivalent level,2016,0.0
725,BEL,Belgium,Independent private educational institutions,Part-time,Doctoral or equivalent level,2017,0.0
726,BEL,Belgium,Independent private educational institutions,Part-time,Doctoral or equivalent level,2018,0.0
727,BEL,Belgium,Independent private educational institutions,Part-time,Doctoral or equivalent level,2019,0.0
749,CAN,Canada,Public educational institutions,Full-time,Short-cycle tertiary education,2013,287676.0
750,CAN,Canada,Public educational institutions,Full-time,Short-cycle tertiary education,2014,299682.0
751,CAN,Canada,Public educational institutions,Full-time,Short-cycle tertiary education,2015,302346.0
752,CAN,Canada,Public educational institutions,Full-time,Short-cycle tertiary education,2016,298687.0
753,CAN,Canada,Public educational institutions,Full-time,Short-cycle tertiary education,2017,306530.0
754,CAN,Canada,Public educational institutions,Full-time,Short-cycle tertiary education,2018,317764.929
755,CAN,Canada,Public educational institutions,Full-time,Short-cycle tertiary education,2019,364038.0
770,CAN,Canada,Public educational institutions,Part-time,Short-cycle tertiary education,2013,37836.0
771,CAN,Canada,Public educational institutions,Part-time,Short-cycle tertiary education,2014,38316.0
772,CAN,Canada,Public educational institutions,Part-time,Short-cycle tertiary education,2015,37871.0
773,CAN,Canada,Public educational institutions,Part-time,Short-cycle tertiary education,2016,37716.0
774,CAN,Canada,Public educational institutions,Part-time,Short-cycle tertiary education,2017,42198.0
775,CAN,Canada,Public educational institutions,Part-time,Short-cycle tertiary education,2018,43739.071
776,CAN,Canada,Public educational institutions,Part-time,Short-cycle tertiary education,2019,36783.0
812,CAN,Canada,Public educational institutions,Full-time,Bachelor’s or equivalent level,2013,775152.0
813,CAN,Canada,Public educational institutions,Full-time,Bachelor’s or equivalent level,2014,790846.0
814,CAN,Canada,Public educational institutions,Full-time,Bachelor’s or equivalent level,2015,793003.0
815,CAN,Canada,Public educational institutions,Full-time,Bachelor’s or equivalent level,2016,829639.0
816,CAN,Canada,Public educational institutions,Full-time,Bachelor’s or equivalent level,2017,828503.0
817,CAN,Canada,Public educational institutions,Full-time,Bachelor’s or equivalent level,2018,812168.696
818,CAN,Canada,Public educational institutions,Full-time,Bachelor’s or equivalent level,2019,860346.0
833,CAN,Canada,Public educational institutions,Part-time,Bachelor’s or equivalent level,2013,209195.0
834,CAN,Canada,Public educational institutions,Part-time,Bachelor’s or equivalent level,2014,200896.0
835,CAN,Canada,Public educational institutions,Part-time,Bachelor’s or equivalent level,2015,189165.0
836,CAN,Canada,Public educational institutions,Part-time,Bachelor’s or equivalent level,2016,193664.0
837,CAN,Canada,Public educational institutions,Part-time,Bachelor’s or equivalent level,2017,196768.0
838,CAN,Canada,Public educational institutions,Part-time,Bachelor’s or equivalent level,2018,192886.304
839,CAN,Canada,Public educational institutions,Part-time,Bachelor’s or equivalent level,2019,196080.0
875,CAN,Canada,Public educational institutions,Full-time,Master’s or equivalent level,2013,134994.0
876,CAN,Canada,Public educational institutions,Full-time,Master’s or equivalent level,2014,138416.0
877,CAN,Canada,Public educational institutions,Full-time,Master’s or equivalent level,2015,136238.0
878,CAN,Canada,Public educational institutions,Full-time,Master’s or equivalent level,2016,129858.0
879,CAN,Canada,Public educational institutions,Full-time,Master’s or equivalent level,2017,149557.0
880,CAN,Canada,Public educational institutions,Full-time,Master’s or equivalent level,2018,152578.792
881,CAN,Canada,Public educational institutions,Full-time,Master’s or equivalent level,2019,157530.0
896,CAN,Canada,Public educational institutions,Part-time,Master’s or equivalent level,2013,59824.0
897,CAN,Canada,Public educational institutions,Part-time,Master’s or equivalent level,2014,58058.0
898,CAN,Canada,Public educational institutions,Part-time,Master’s or equivalent level,2015,52945.0
899,CAN,Canada,Public educational institutions,Part-time,Master’s or equivalent level,2016,51434.0
900,CAN,Canada,Public educational institutions,Part-time,Master’s or equivalent level,2017,49105.0
901,CAN,Canada,Public educational institutions,Part-time,Master’s or equivalent level,2018,50100.208
902,CAN,Canada,Public educational institutions,Part-time,Master’s or equivalent level,2019,51252.0
938,CAN,Canada,Public educational institutions,Full-time,Doctoral or equivalent level,2013,48018.0
939,CAN,Canada,Public educational institutions,Full-time,Doctoral or equivalent level,2014,48744.0
940,CAN,Canada,Public educational institutions,Full-time,Doctoral or equivalent level,2015,49775.0
941,CAN,Canada,Public educational institutions,Full-time,Doctoral or equivalent level,2016,49466.0
942,CAN,Canada,Public educational institutions,Full-time,Doctoral or equivalent level,2017,49871.0
943,CAN,Canada,Public educational institutions,Full-time,Doctoral or equivalent level,2018,50376.645
944,CAN,Canada,Public educational institutions,Full-time,Doctoral or equivalent level,2019,51984.0
959,CAN,Canada,Public educational institutions,Part-time,Doctoral or equivalent level,2013,2754.0
960,CAN,Canada,Public educational institutions,Part-time,Doctoral or equivalent level,2014,2808.0
961,CAN,Canada,Public educational institutions,Part-time,Doctoral or equivalent level,2015,2782.0
962,CAN,Canada,Public educational institutions,Part-time,Doctoral or equivalent level,2016,2919.0
963,CAN,Canada,Public educational institutions,Part-time,Doctoral or equivalent level,2017,3046.0
964,CAN,Canada,Public educational institutions,Part-time,Doctoral or equivalent level,2018,3078.355
965,CAN,Canada,Public educational institutions,Part-time,Doctoral or equivalent level,2019,3024.0
1001,CZE,Czech Republic,Public educational institutions,Full-time,Short-cycle tertiary education,2013,856.0
1002,CZE,Czech Republic,Public educational institutions,Full-time,Short-cycle tertiary education,2014,844.0
1003,CZE,Czech Republic,Public educational institutions,Full-time,Short-cycle tertiary education,2015,818.0
1004,CZE,Czech Republic,Public educational institutions,Full-time,Short-cycle tertiary education,2016,767.0
1005,CZE,Czech Republic,Public educational institutions,Full-time,Short-cycle tertiary education,2017,817.0
