,COUNTRY,Country,Gender,Field,International mobility,Education level,Year,Value
1625,IRL,Ireland,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Short-cycle tertiary education,2019,11.0
1627,IRL,Ireland,Female,"Natural sciences, mathematics and statistics",Total,Bachelor’s or equivalent level,2019,9100.0
1628,IRL,Ireland,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,421.0
1630,IRL,Ireland,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Master’s or equivalent level,2019,221.0
1632,IRL,Ireland,Female,"Natural sciences, mathematics and statistics",Total,Doctoral or equivalent level,2019,923.0
1634,IRL,Ireland,Male,Information and Communication Technologies (ICTs),Total,Short-cycle tertiary education,2019,526.0
1635,IRL,Ireland,Female,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Short-cycle tertiary education,2019,4.0
1637,IRL,Ireland,Female,Information and Communication Technologies (ICTs),Total,Bachelor’s or equivalent level,2019,2159.0
1638,IRL,Ireland,Male,Information and Communication Technologies (ICTs),Total,Bachelor’s or equivalent level,2019,9798.0
1639,IRL,Ireland,Male,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,602.0
1643,IRL,Ireland,Female,Information and Communication Technologies (ICTs),Total,Doctoral or equivalent level,2019,134.0
1644,IRL,Ireland,Male,Information and Communication Technologies (ICTs),Total,Doctoral or equivalent level,2019,287.0
1645,IRL,Ireland,Female,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Doctoral or equivalent level,2019,72.0
1646,IRL,Ireland,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Short-cycle tertiary education,2019,20.0
1647,IRL,Ireland,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Short-cycle tertiary education,2019,20.0
1649,IRL,Ireland,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,363.0
1650,IRL,Ireland,Female,"Engineering, manufacturing and construction",Total,Master’s or equivalent level,2019,812.0
1651,IRL,Ireland,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Master’s or equivalent level,2019,249.0
1652,IRL,Ireland,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Master’s or equivalent level,2019,409.0
1654,IRL,Ireland,Female,"Engineering, manufacturing and construction",Total,Doctoral or equivalent level,2019,419.0
1655,IRL,Ireland,Male,"Engineering, manufacturing and construction",Total,Doctoral or equivalent level,2019,817.0
1657,IRL,Ireland,Female,"Agriculture, forestry, fisheries and veterinary",Total,Short-cycle tertiary education,2019,3.0
1658,IRL,Ireland,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
1659,IRL,Ireland,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
1661,IRL,Ireland,Female,"Agriculture, forestry, fisheries and veterinary",Total,Bachelor’s or equivalent level,2019,1621.0
1662,IRL,Ireland,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,47.0
1664,IRL,Ireland,Female,"Agriculture, forestry, fisheries and veterinary",Total,Doctoral or equivalent level,2019,100.0
1665,IRL,Ireland,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Doctoral or equivalent level,2019,23.0
1667,IRL,Ireland,Female,Health and welfare,Total,Short-cycle tertiary education,2019,1924.0
1668,IRL,Ireland,Male,Health and welfare,Total,Short-cycle tertiary education,2019,785.0
1669,IRL,Ireland,Female,Health and welfare,Mobile including homecoming nationals,Short-cycle tertiary education,2019,85.0
1670,IRL,Ireland,Female,Health and welfare,Total,Bachelor’s or equivalent level,2019,22091.0
1671,IRL,Ireland,Male,Health and welfare,Total,Bachelor’s or equivalent level,2019,6889.0
1673,IRL,Ireland,Female,Health and welfare,Total,Master’s or equivalent level,2019,4438.0
1674,IRL,Ireland,Female,Health and welfare,Mobile including homecoming nationals,Master’s or equivalent level,2019,596.0
1679,IRL,Ireland,Female,Services,Total,Short-cycle tertiary education,2019,708.0
1680,IRL,Ireland,Male,Services,Total,Short-cycle tertiary education,2019,1294.0
1681,IRL,Ireland,Female,Services,Mobile including homecoming nationals,Short-cycle tertiary education,2019,17.0
1683,IRL,Ireland,Male,Services,Total,Bachelor’s or equivalent level,2019,3481.0
1684,IRL,Ireland,Female,Services,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,218.0
1685,IRL,Ireland,Male,Services,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,126.0
1686,IRL,Ireland,Female,Services,Total,Master’s or equivalent level,2019,208.0
1687,IRL,Ireland,Male,Services,Total,Master’s or equivalent level,2019,226.0
1688,IRL,Ireland,Male,Services,Mobile including homecoming nationals,Master’s or equivalent level,2019,39.0
1691,IRL,Ireland,Female,Services,Mobile including homecoming nationals,Doctoral or equivalent level,2019,1.0
1692,IRL,Ireland,Male,Services,Mobile including homecoming nationals,Doctoral or equivalent level,2019,3.0
1693,ITA,Italy,Female,Education,Total,Short-cycle tertiary education,2019,0.0
1694,ITA,Italy,Female,Education,Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
1695,ITA,Italy,Male,Education,Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
1698,ITA,Italy,Female,Education,Total,Bachelor’s or equivalent level,2019,58034.0
1699,ITA,Italy,Female,Education,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,241.0
1700,ITA,Italy,Male,Education,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,48.0
1702,ITA,Italy,Female,Education,Total,Master’s or equivalent level,2019,43673.0
1703,ITA,Italy,Male,Education,Total,Master’s or equivalent level,2019,3128.0
1704,ITA,Italy,Male,Education,Mobile including homecoming nationals,Master’s or equivalent level,2019,24.0
1705,ITA,Italy,Male,Education,Total,Doctoral or equivalent level,2019,130.0
1706,ITA,Italy,Male,Education,Mobile including homecoming nationals,Doctoral or equivalent level,2019,15.0
1708,ITA,Italy,Male,Arts and humanities,Total,Short-cycle tertiary education,2019,87.0
1710,ITA,Italy,Female,Arts and humanities,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,7050.0
1711,ITA,Italy,Male,Arts and humanities,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,3919.0
1715,ITA,Italy,Male,Arts and humanities,Total,Doctoral or equivalent level,2019,1358.0
1716,ITA,Italy,Male,Arts and humanities,Mobile including homecoming nationals,Doctoral or equivalent level,2019,169.0
1719,ITA,Italy,Female,"Social sciences, journalism and information",Total,Short-cycle tertiary education,2019,0.0
1720,ITA,Italy,Male,"Social sciences, journalism and information",Total,Short-cycle tertiary education,2019,0.0
1721,ITA,Italy,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
1724,ITA,Italy,Female,"Social sciences, journalism and information",Total,Bachelor’s or equivalent level,2019,110859.0
1725,ITA,Italy,Male,"Social sciences, journalism and information",Total,Bachelor’s or equivalent level,2019,79500.0
1726,ITA,Italy,Female,"Social sciences, journalism and information",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,1628.0
1728,ITA,Italy,Male,"Social sciences, journalism and information",Total,Master’s or equivalent level,2019,25276.0
1729,ITA,Italy,Female,"Social sciences, journalism and information",Mobile including homecoming nationals,Master’s or equivalent level,2019,1684.0
1732,ITA,Italy,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Doctoral or equivalent level,2019,240.0
1735,ITA,Italy,Female,"Business, administration and law",Total,Short-cycle tertiary education,2019,726.0
1737,ITA,Italy,Female,"Business, administration and law",Total,Bachelor’s or equivalent level,2019,77482.0
1738,ITA,Italy,Male,"Business, administration and law",Total,Bachelor’s or equivalent level,2019,89708.0
1739,ITA,Italy,Male,"Business, administration and law",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,2095.0
1741,ITA,Italy,Female,"Business, administration and law",Total,Master’s or equivalent level,2019,104268.0
1742,ITA,Italy,Male,"Business, administration and law",Total,Master’s or equivalent level,2019,73670.0
1743,ITA,Italy,Male,"Business, administration and law",Mobile including homecoming nationals,Master’s or equivalent level,2019,1303.0
1745,ITA,Italy,Female,"Business, administration and law",Total,Doctoral or equivalent level,2019,1466.0
1746,ITA,Italy,Male,"Business, administration and law",Total,Doctoral or equivalent level,2019,1444.0
1747,ITA,Italy,Female,"Business, administration and law",Mobile including homecoming nationals,Doctoral or equivalent level,2019,247.0
1748,ITA,Italy,Male,"Business, administration and law",Mobile including homecoming nationals,Doctoral or equivalent level,2019,228.0
1750,ITA,Italy,Male,"Natural sciences, mathematics and statistics",Total,Short-cycle tertiary education,2019,738.0
1751,ITA,Italy,Female,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,444.0
1753,ITA,Italy,Female,"Natural sciences, mathematics and statistics",Total,Master’s or equivalent level,2019,23355.0
1754,ITA,Italy,Male,"Natural sciences, mathematics and statistics",Total,Master’s or equivalent level,2019,16931.0
1755,ITA,Italy,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Master’s or equivalent level,2019,503.0
1758,ITA,Italy,Male,Information and Communication Technologies (ICTs),Total,Short-cycle tertiary education,2019,1583.0
1759,ITA,Italy,Female,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
1762,ITA,Italy,Male,Information and Communication Technologies (ICTs),Total,Bachelor’s or equivalent level,2019,24908.0
1763,ITA,Italy,Male,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,176.0
1765,ITA,Italy,Female,Information and Communication Technologies (ICTs),Total,Master’s or equivalent level,2019,1020.0
1766,ITA,Italy,Female,Information and Communication Technologies (ICTs),Total,Doctoral or equivalent level,2019,123.0
1767,ITA,Italy,Male,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Doctoral or equivalent level,2019,85.0
1770,ITA,Italy,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
1773,ITA,Italy,Female,"Engineering, manufacturing and construction",Total,Bachelor’s or equivalent level,2019,46253.0
1774,ITA,Italy,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,938.0
1777,ITA,Italy,Male,"Engineering, manufacturing and construction",Total,Doctoral or equivalent level,2019,4348.0
1778,ITA,Italy,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Doctoral or equivalent level,2019,423.0
1779,ITA,Italy,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Doctoral or equivalent level,2019,877.0
1781,ITA,Italy,Female,"Agriculture, forestry, fisheries and veterinary",Total,Short-cycle tertiary education,2019,458.0
1782,ITA,Italy,Male,"Agriculture, forestry, fisheries and veterinary",Total,Short-cycle tertiary education,2019,1004.0
1783,ITA,Italy,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,166.0
1785,ITA,Italy,Male,"Agriculture, forestry, fisheries and veterinary",Total,Master’s or equivalent level,2019,6446.0
1786,ITA,Italy,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Master’s or equivalent level,2019,203.0
1787,ITA,Italy,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Master’s or equivalent level,2019,164.0
1789,ITA,Italy,Female,"Agriculture, forestry, fisheries and veterinary",Total,Doctoral or equivalent level,2019,780.0
1792,ITA,Italy,Female,Health and welfare,Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
1793,ITA,Italy,Female,Health and welfare,Total,Bachelor’s or equivalent level,2019,67491.0
1794,ITA,Italy,Male,Health and welfare,Total,Bachelor’s or equivalent level,2019,24490.0
1795,ITA,Italy,Female,Health and welfare,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,330.0
1796,ITA,Italy,Male,Health and welfare,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,130.0
1798,ITA,Italy,Female,Health and welfare,Mobile including homecoming nationals,Master’s or equivalent level,2019,2156.0
1799,ITA,Italy,Male,Health and welfare,Mobile including homecoming nationals,Master’s or equivalent level,2019,1899.0
1801,ITA,Italy,Female,Health and welfare,Total,Doctoral or equivalent level,2019,2738.0
1802,ITA,Italy,Male,Health and welfare,Mobile including homecoming nationals,Doctoral or equivalent level,2019,168.0
1804,ITA,Italy,Female,Services,Total,Short-cycle tertiary education,2019,1129.0
1805,ITA,Italy,Female,Services,Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
1807,ITA,Italy,Female,Services,Total,Bachelor’s or equivalent level,2019,18737.0
1808,ITA,Italy,Male,Services,Total,Bachelor’s or equivalent level,2019,30076.0
