COUNTRY,Country,SEX,Gender,EDUCATION_FIELD,Field,MOBILITY,International mobility,EDUCATION_LEV,Education level,YEAR,Year,Value,Flag Codes,Flags
AUT,Austria,F,Female,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,209.917,,
AUT,Austria,M,Male,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,189.415,,
AUT,Austria,F,Female,F04,"Business, administration and law",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,23615.237,,
AUT,Austria,F,Female,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,4192.289,,
AUT,Austria,F,Female,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,388.083,,
AUT,Austria,M,Male,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,269.257,,
AUT,Austria,F,Female,F04,"Business, administration and law",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,1594.333,,
AUT,Austria,F,Female,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,365.833,,
AUT,Austria,F,Female,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,18.5,,
AUT,Austria,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,2,,
AUT,Austria,M,Male,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,1,,
AUT,Austria,M,Male,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,11704.858,,
AUT,Austria,F,Female,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,2223.597,,
AUT,Austria,M,Male,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,1980.691,,
AUT,Austria,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,146.867,,
AUT,Austria,M,Male,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,123.926,,
AUT,Austria,M,Male,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,4510.179,,
AUT,Austria,F,Female,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,1344.819,,
AUT,Austria,M,Male,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,1222.386,,
AUT,Austria,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,79.45,,
AUT,Austria,M,Male,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,46.636,,
AUT,Austria,F,Female,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,1053.783,,
AUT,Austria,M,Male,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,1634.118,,
AUT,Austria,F,Female,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,531.7,,
AUT,Austria,M,Male,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,18,,
AUT,Austria,M,Male,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,2,,
AUT,Austria,F,Female,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,2311.93,,
AUT,Austria,M,Male,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,9824.739,,
AUT,Austria,M,Male,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,1517.187,,
AUT,Austria,F,Female,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,30.45,,
AUT,Austria,F,Female,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,957.369,,
AUT,Austria,M,Male,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,891.765,,
AUT,Austria,M,Male,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,69.917,,
AUT,Austria,M,Male,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,249.204,,
AUT,Austria,F,Female,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,4.5,,
AUT,Austria,M,Male,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,18.893,,
AUT,Austria,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,3823.317,,
AUT,Austria,M,Male,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,60.333,,
AUT,Austria,F,Female,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
AUT,Austria,M,Male,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,22431.482,,
AUT,Austria,M,Male,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,4283.618,,
AUT,Austria,F,Female,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,164.167,,
AUT,Austria,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,4487.683,,
AUT,Austria,M,Male,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,9817.454,,
AUT,Austria,M,Male,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,2550.729,,
AUT,Austria,F,Female,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,87.333,,
AUT,Austria,M,Male,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,108.379,,
AUT,Austria,M,Male,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,2575.41,,
AUT,Austria,F,Female,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,423.167,,
AUT,Austria,M,Male,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,763.495,,
AUT,Austria,F,Female,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,34,,
AUT,Austria,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,972,,
AUT,Austria,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,12.5,,
AUT,Austria,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,11,,
AUT,Austria,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,717.192,,
AUT,Austria,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,139.667,,
AUT,Austria,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,9,,
AUT,Austria,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,1413.694,,
AUT,Austria,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,10.5,,
AUT,Austria,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,295.583,,
AUT,Austria,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,200.033,,
AUT,Austria,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,7,,
AUT,Austria,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,5.5,,
AUT,Austria,F,Female,F09,Health and welfare,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,2499.083,,
AUT,Austria,M,Male,F09,Health and welfare,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,981.5,,
AUT,Austria,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,11,,
AUT,Austria,F,Female,F09,Health and welfare,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,10515.034,,
AUT,Austria,M,Male,F09,Health and welfare,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,3239.924,,
AUT,Austria,F,Female,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,885.083,,
AUT,Austria,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,72.667,,
AUT,Austria,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,31.045,,
AUT,Austria,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,153.75,,
AUT,Austria,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,81.667,,
AUT,Austria,F,Female,F09,Health and welfare,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,1249.825,,
AUT,Austria,M,Male,F09,Health and welfare,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,1084.942,,
AUT,Austria,F,Female,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,467.033,,
AUT,Austria,M,Male,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,335.855,,
AUT,Austria,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,42.5,,
AUT,Austria,F,Female,F10,Services,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,10825.333,,
AUT,Austria,M,Male,F10,Services,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,2220.5,,
AUT,Austria,M,Male,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,24,,
AUT,Austria,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,2,,
AUT,Austria,F,Female,F10,Services,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,1182.617,,
AUT,Austria,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,259.75,,
AUT,Austria,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,7.5,,
AUT,Austria,M,Male,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,10.2,,
AUT,Austria,F,Female,F10,Services,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,412.083,,
AUT,Austria,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,117.333,,
AUT,Austria,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,6,,
AUT,Austria,F,Female,F10,Services,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,25,,
AUT,Austria,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,6.5,,
AUT,Austria,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
AUT,Austria,M,Male,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,1.5,,
BEL,Belgium,F,Female,F01,Education,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
BEL,Belgium,M,Male,F01,Education,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
BEL,Belgium,F,Female,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
BEL,Belgium,M,Male,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
BEL,Belgium,F,Female,F01,Education,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,30655,,
BEL,Belgium,F,Female,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,948,,
BEL,Belgium,F,Female,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,37,,
BEL,Belgium,F,Female,F01,Education,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,2842,,
BEL,Belgium,M,Male,F01,Education,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,1009,,
BEL,Belgium,F,Female,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,382,,
BEL,Belgium,M,Male,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,246,,
BEL,Belgium,F,Female,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,1,,
BEL,Belgium,F,Female,F01,Education,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,153,,
BEL,Belgium,M,Male,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,3,,
BEL,Belgium,F,Female,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
BEL,Belgium,M,Male,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
BEL,Belgium,F,Female,F02,Arts and humanities,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
BEL,Belgium,M,Male,F02,Arts and humanities,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
BEL,Belgium,M,Male,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
BEL,Belgium,F,Female,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
BEL,Belgium,F,Female,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,2651,,
BEL,Belgium,M,Male,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,1726,,
BEL,Belgium,M,Male,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,39,,
BEL,Belgium,F,Female,F02,Arts and humanities,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,6393,,
